imagen_id,estado_ojo,nivel_brillo,brillo_ref,ear_ref,brillo_oscura,brillo_mejorada,darkpct_mejorada,std_mejorada,nivel_ilum,psnr_vs_ref,ssim_vs_ref,psnr_vs_oscura,error_brillo_pct,ear_mejorada,ear_oscura,ear_error_mej_pct,ear_error_osc_pct,deteccion_ref,deteccion_mejorada,fps,flops
closed_eye_0161.jpg_face_1,cerrado,B5,77.1857,0.086532,4.4663,38.2463,99.8127,20.8773,CRITICA,12.5684,0.484523,16.3855,50.449,0.077292,0.241197,10.6773,178.738,1,1,1927.154,nan
closed_eye_0162.jpg_face_1,cerrado,B5,170.1527,0.03802,4.5282,43.3889,100.0,12.9557,CRITICA,5.3435,0.267993,15.8952,74.5,0.045073,0.212289,18.5516,458.3662,1,1,4255.319,nan
closed_eye_0165.jpg_face_2,cerrado,B5,127.1762,0.092497,4.4297,42.9192,100.0,12.7944,CRITICA,8.5442,0.401837,16.2144,66.2522,0.176827,0.193373,91.172,109.0599,1,1,2772.387,nan
closed_eye_0168.jpg_face_1,cerrado,B5,78.4385,0.063652,4.4891,42.1416,100.0,15.6259,CRITICA,14.669,0.573376,16.1992,46.2744,0.081779,0.160087,28.4781,151.5033,1,1,4231.909,nan
closed_eye_0171.jpg_face_1,cerrado,B5,153.9087,0.032013,4.3588,44.2346,100.0,8.1815,CRITICA,6.803,0.297871,16.1589,71.2592,0.094738,nan,195.938,nan,1,1,5417.118,nan
closed_eye_0178.jpg_face_1,cerrado,B5,104.2226,0.135862,4.3444,42.3243,100.0,13.0596,CRITICA,10.9868,0.481643,16.4436,59.3905,nan,nan,nan,nan,1,0,6116.208,nan
closed_eye_0183.jpg_face_1,cerrado,B5,77.5475,0.041944,4.4831,39.7492,100.0,20.2144,CRITICA,14.661,0.51906,16.1863,48.7422,0.077073,0.190759,83.75,354.79,1,1,6365.372,nan
closed_eye_0185.jpg_face_1,cerrado,B5,115.3764,0.027319,4.5548,40.0932,100.0,20.1134,CRITICA,9.0065,0.336746,16.1822,65.2501,0.04128,0.184739,51.103,576.2253,1,1,5364.806,nan
closed_eye_0189.jpg_face_1,cerrado,B5,141.9917,0.1466,4.4721,41.545,100.0,17.0129,CRITICA,6.7476,0.314763,16.1769,70.7412,0.161932,nan,10.4583,nan,1,1,5274.261,nan
closed_eye_0191.jpg_face_1,cerrado,B5,126.7679,0.094616,4.4954,44.4831,100.0,8.1237,CRITICA,9.2552,0.479728,16.0033,64.9098,0.156536,nan,65.4438,nan,1,1,1793.079,nan
closed_eye_0192.jpg_face_1,cerrado,B5,93.2502,0.061993,4.5649,42.8017,100.0,14.5653,CRITICA,12.6481,0.621628,15.9706,54.1001,0.081245,0.178283,31.054,187.5843,1,1,1621.797,nan
closed_eye_0195.jpg_face_1,cerrado,B5,101.2213,0.071417,4.4245,43.7025,100.0,11.6268,CRITICA,12.4562,0.591187,16.1938,56.8248,0.098014,nan,37.2419,nan,1,1,4297.379,nan
closed_eye_0209.jpg_face_1,cerrado,B5,187.6045,0.068434,4.5001,44.4767,100.0,10.6934,CRITICA,4.4603,0.323406,15.8756,76.2923,0.079776,nan,16.5735,nan,1,1,2407.318,nan
closed_eye_0212.jpg_face_1,cerrado,B5,155.0625,0.02427,4.2594,41.3438,100.0,15.8914,CRITICA,6.2776,0.303647,16.3576,73.3374,0.07562,nan,211.5767,nan,1,1,4911.591,nan
closed_eye_0228.jpg_face_2,cerrado,B5,140.9694,0.05744,4.3818,43.0511,100.0,12.0162,CRITICA,7.3248,0.299095,16.052,69.4607,0.149744,0.207139,160.6949,260.615,1,1,4995.005,nan
closed_eye_0238.jpg_face_2,cerrado,B5,123.6293,0.057296,4.4794,45.0525,100.0,5.8424,CRITICA,9.7026,0.47183,15.9031,63.5584,0.0816,nan,42.419,nan,1,1,4549.59,nan
closed_eye_0241.jpg_face_1,cerrado,B5,128.7318,0.078336,4.5607,45.2205,100.0,4.6647,CRITICA,9.3184,0.444629,15.8252,64.8723,0.13312,nan,69.9345,nan,1,1,5534.034,nan
closed_eye_0243.jpg_face_1,cerrado,B5,126.6932,0.087037,4.3383,43.8627,100.0,8.6557,CRITICA,8.8892,0.377024,16.1903,65.3788,nan,nan,nan,nan,1,0,5592.841,nan
closed_eye_0243.jpg_face_2,cerrado,B5,128.6769,0.065808,4.3892,44.1719,100.0,8.3036,CRITICA,8.8934,0.383058,16.1056,65.6722,nan,nan,nan,nan,1,0,3226.847,nan
closed_eye_0248.jpg_face_1,cerrado,B5,117.0341,0.088974,4.4266,38.316,100.0,22.2216,CRITICA,8.3338,0.433934,16.3388,67.2608,0.077875,0.194348,12.4753,118.4309,1,1,1484.12,nan
closed_eye_0249.JPG_face_1,cerrado,B5,129.7765,0.081528,4.522,43.5061,100.0,12.9079,CRITICA,7.9847,0.282575,16.0529,66.4761,nan,nan,nan,nan,1,0,6261.741,nan
closed_eye_0251.jpg_face_1,cerrado,B5,132.4035,0.114122,4.4007,43.3778,100.0,12.1593,CRITICA,8.3524,0.348498,16.175,67.2382,0.121742,0.1586,6.6769,38.9739,1,1,4019.293,nan
closed_eye_0260.jpg_face_1,cerrado,B5,204.5392,0.037491,4.401,44.7325,100.0,7.1905,CRITICA,3.7946,0.250324,15.9556,78.1301,0.071579,nan,90.9223,nan,1,1,4889.976,nan
closed_eye_0261.jpg_face_1,cerrado,B5,170.5944,0.037971,4.4316,45.0027,100.0,6.3656,CRITICA,5.8887,0.278159,15.9481,73.6201,0.053743,0.209702,41.5357,452.266,1,1,4688.233,nan
closed_eye_0271.jpg_face_1,cerrado,B5,201.4902,0.046168,4.3802,43.8214,100.0,9.6011,CRITICA,3.9792,0.338886,16.1569,78.2514,0.088395,nan,91.4634,nan,1,1,1409.245,nan
closed_eye_0272.jpg_face_1,cerrado,B5,196.8279,0.068621,4.3827,44.4238,100.0,8.2375,CRITICA,4.2944,0.377415,16.093,77.4301,0.072238,nan,5.2707,nan,1,1,1432.665,nan
closed_eye_0282.jpg_face_1,cerrado,B5,170.0237,0.098176,4.3395,43.6885,100.0,9.3949,CRITICA,5.3934,0.368208,16.1144,74.3044,0.105309,nan,7.2654,nan,1,1,2017.349,nan
closed_eye_0288.jpg_face_1,cerrado,B5,157.2491,0.025711,4.4028,40.7023,100.0,18.4829,CRITICA,5.8185,0.418096,16.2226,74.116,0.057401,nan,123.2497,nan,1,1,2239.642,nan
closed_eye_0296.jpg_face_3,cerrado,B5,154.2362,0.06445,4.319,43.1483,100.0,11.3141,CRITICA,6.5164,0.24881,16.1106,72.0245,0.14071,nan,118.3243,nan,1,1,5844.536,nan
closed_eye_0312.jpg_face_2,cerrado,B5,136.6702,0.057643,4.3748,41.067,100.0,17.0635,CRITICA,7.5412,0.346973,16.3043,69.9517,0.05082,0.167254,11.8375,190.1526,1,1,3304.693,nan
closed_eye_0334.BMP_face_1,cerrado,B5,143.2184,0.080599,4.4568,37.5637,100.0,23.8343,CRITICA,6.0106,0.376389,16.3854,73.7717,0.104207,0.205163,29.2908,154.549,1,1,3353.454,nan
closed_eye_0335.jpg_face_1,cerrado,B5,166.9147,0.137731,4.3451,42.3554,100.0,14.4624,CRITICA,5.2742,0.192229,16.0494,74.6245,nan,nan,nan,nan,1,0,5966.587,nan
