imagen_id,estado_ojo,nivel_brillo,brillo_ref,ear_ref,brillo_oscura,brillo_mejorada,darkpct_mejorada,std_mejorada,nivel_ilum,psnr_vs_ref,ssim_vs_ref,psnr_vs_oscura,error_brillo_pct,ear_mejorada,ear_oscura,ear_error_mej_pct,ear_error_osc_pct,deteccion_ref,deteccion_mejorada,fps,flops
d0417,abierto,B5,133.4991,0.212267,4.3628,15.2685,100.0,4.9574,CRITICA,6.1392,0.170647,27.0754,88.5628,0.187689,0.20402,11.579,3.8851,1,1,1116.695,nan
d0467,abierto,B5,133.9749,0.209164,4.3693,15.321,100.0,4.8986,CRITICA,6.1137,0.172126,27.0633,88.5643,0.193599,0.214472,7.4415,2.5375,1,1,1080.38,nan
d0567,abierto,B5,131.7498,0.216509,4.3538,15.2574,100.0,4.9063,CRITICA,6.2676,0.176654,27.0971,88.4194,0.193574,0.207998,10.5931,3.931,1,1,869.943,nan
d0600,abierto,B5,132.3324,0.233118,4.3555,15.4793,100.0,4.963,CRITICA,6.2462,0.175487,26.9309,88.3027,0.20456,0.211567,12.2507,9.2449,1,1,1128.541,nan
d0767,abierto,B5,136.2842,0.204385,4.3718,15.0796,100.0,4.5718,CRITICA,5.9491,0.169461,27.2829,88.9352,0.187971,nan,8.0309,nan,1,1,1112.223,nan
d0853,abierto,B5,135.4113,0.209141,4.3398,15.1727,100.0,4.6905,CRITICA,6.011,0.169343,27.2,88.7951,0.180809,0.216076,13.5468,3.3158,1,1,1111.482,nan
d0866,abierto,B5,136.9556,0.225879,4.3582,15.1147,100.0,4.7143,CRITICA,5.8875,0.167612,27.2551,88.9638,0.200824,nan,11.0921,nan,1,1,1113.214,nan
d0903,abierto,B5,135.564,0.204794,4.3532,15.2762,100.0,4.7459,CRITICA,5.9943,0.170812,27.1228,88.7313,0.183055,0.218643,10.615,6.7621,1,1,1104.484,nan
d0929,abierto,B5,136.7708,0.182757,4.3466,15.0135,100.0,4.6061,CRITICA,5.9176,0.169479,27.3435,89.0229,0.154271,0.203865,15.5868,11.5495,1,1,1153.669,nan
d0974,abierto,B5,134.2066,0.208781,4.3504,15.0062,100.0,4.6504,CRITICA,6.0714,0.170419,27.342,88.8186,0.176268,0.214483,15.5728,2.7311,1,1,1116.445,nan
d1012,abierto,B5,134.735,0.205228,4.3656,15.0717,100.0,4.7654,CRITICA,6.0376,0.171447,27.2661,88.8138,0.194887,0.194523,5.039,5.2162,1,1,1131.35,nan
e0058,abierto,B5,97.7452,0.304804,4.5153,16.1266,100.0,6.4955,CRITICA,8.3389,0.35411,26.3562,83.5014,0.23716,0.220527,22.1927,27.6495,1,1,1093.494,nan
e0168,abierto,B5,94.2794,0.302774,4.528,16.2778,100.0,6.8829,CRITICA,8.6637,0.373893,26.1798,82.7345,0.236806,0.208551,21.7876,31.1197,1,1,1089.681,nan
e0202,abierto,B5,95.4639,0.309876,4.4855,16.4599,100.0,6.5456,CRITICA,8.5959,0.376973,26.1454,82.758,0.232234,0.22356,25.0558,27.855,1,1,1059.098,nan
e0205,abierto,B5,98.4094,0.33,4.4491,16.3094,100.0,6.6552,CRITICA,8.3423,0.356043,26.2229,83.427,0.241892,0.20447,26.6995,38.0395,1,1,1145.869,nan
e0278,abierto,B5,92.0341,0.302913,4.5315,15.9461,100.0,6.7883,CRITICA,8.8515,0.372395,26.3857,82.6737,0.23576,0.208646,22.1691,31.1202,1,1,1050.862,nan
e0281,abierto,B5,90.3227,0.304354,4.4812,15.9302,100.0,6.5947,CRITICA,9.0007,0.383225,26.3947,82.363,0.247252,0.206851,18.7615,32.036,1,1,1121.579,nan
e0287,abierto,B5,94.9805,0.30329,4.5325,16.2722,100.0,6.6952,CRITICA,8.6051,0.372785,26.2537,82.8678,0.234869,0.211379,22.5597,30.3046,1,1,1140.511,nan
e0300,abierto,B5,92.9129,0.311715,4.5467,16.13,100.0,6.6553,CRITICA,8.7962,0.375563,26.3297,82.6397,0.235487,0.212219,24.4543,31.919,1,1,1083.189,nan
e0322,abierto,B5,97.0838,0.301221,4.4385,16.2769,100.0,6.2874,CRITICA,8.4277,0.369862,26.3236,83.2342,0.237437,0.21501,21.175,28.6204,1,1,1071.926,nan
e0374,abierto,B5,93.7322,0.309423,4.5277,16.3873,100.0,6.8522,CRITICA,8.7425,0.377986,26.116,82.5169,0.2314,0.200648,25.2157,35.1541,1,1,1131.478,nan
e0553,abierto,B5,97.4391,0.302765,4.5225,15.9693,100.0,6.4833,CRITICA,8.4014,0.352962,26.4678,83.6109,0.248154,0.202248,18.0377,33.1997,1,1,1031.566,nan
e0647,abierto,B5,97.3769,0.310426,4.444,16.4274,100.0,6.0597,CRITICA,8.4089,0.371163,26.2334,83.1301,0.236989,0.21496,23.6567,30.7532,1,1,1057.082,nan
e0680,abierto,B5,96.8882,0.30741,4.4513,16.7035,100.0,6.6178,CRITICA,8.5268,0.366376,25.9473,82.76,0.220534,0.197099,28.2605,35.8839,1,1,1140.511,nan
