frame,illum_org,darkpct_org,level_org,ear_org,mar_org,illum_mej,darkpct_mej,level_mej,ear_mej,mar_mej,psnr,ssim,fps
0,12.23720238095238,100.0,CRITICA,0.2916130386077377,0.02556652225391392,28.912254901960786,99.65686274509804,CRITICA,0.26746772443976813,0.10802428069486572,23.026986466659945,0.654943340352712,0.6034327280260807
1,11.736873156342183,100.0,CRITICA,0.29243701567572866,0.02043617389987544,28.42230416256965,99.62471320878402,CRITICA,0.27853103705986815,0.12842532051496702,22.96794209095046,0.6377122003263666,1.366654996000168
2,11.42389306599833,100.0,CRITICA,0.29810857415849135,0.014084507042253521,28.03326649958229,99.64243943191312,CRITICA,0.25530958748397314,0.004502860224652493,22.973609934791682,0.6314741583314113,2.75943446553269
3,11.033634085213032,100.0,CRITICA,0.2871894932818918,0.004901430813958718,27.022121971595656,99.6858813700919,CRITICA,0.28830728368759123,0.00462784454005888,23.297461856128024,0.6291535571621054,4.297487273612474
4,10.533216812317935,100.0,CRITICA,0.28143647795575666,0.009385948256137304,26.482230545151893,99.70370370370371,CRITICA,0.2960613545777275,0.012191598467122386,23.31479180073774,0.6167977962589096,5.762082122931805
5,9.711887433284813,100.0,CRITICA,0.2982255159244903,0.019030150396527043,25.42330583858968,99.91751576904416,CRITICA,0.3016194585868985,0.0,23.490742139885597,0.5972514089552726,7.122982037220435
6,9.604724176474456,100.0,CRITICA,0.29337894724109104,0.0,24.80597014925373,100.0,CRITICA,0.27022804935838973,0.008744720602223408,23.884584725819895,0.614919028549643,8.568758274981459
7,9.43679628174915,100.0,CRITICA,0.28746866309113983,0.0,24.88583398795496,99.99018067556952,CRITICA,0.2630893320603577,0.008744720602223408,23.6892219268799,0.6062844742677819,9.29790648190896
8,9.055440839069158,100.0,CRITICA,0.30231834820610526,0.009356321989271122,24.12926909210095,100.0,CRITICA,0.2708104288338687,0.010437067714778625,23.9605952457337,0.5975286626170023,10.358012408345639
9,9.281006289308175,100.0,CRITICA,0.2939398153436382,0.0,24.12714465408805,100.0,CRITICA,0.29418884341117,0.006717236291465045,23.980816978828198,0.602665806723183,10.880360395737016
10,9.16826531460394,100.0,CRITICA,0.29941994745098177,0.0,23.981198570359904,99.99168813897433,CRITICA,0.29881430230043105,0.010090591315255552,23.97587633380059,0.5984059749013125,11.40646806380666
11,8.966227771597456,100.0,CRITICA,0.30869006277345346,0.010090591315255552,22.78247297723612,100.0,CRITICA,0.319879681826099,0.015792841151701004,24.62228747707776,0.6132720067760343,12.439812995404857
12,8.969363867684478,100.0,CRITICA,0.3061613806315021,0.004692974128068652,22.927955894826123,100.0,CRITICA,0.30776187250718023,0.0043231749988676725,24.53216697616582,0.6133761732090862,12.752933928514373
13,8.55679831016154,100.0,CRITICA,0.26975650530791995,0.0,22.23121006977509,100.0,CRITICA,0.3200948263671962,0.004442865039830092,24.693267136429427,0.6062220862424313,13.286356586962238
14,8.150012870012871,100.0,CRITICA,0.3115577953488619,0.004694370084907241,20.9190561990562,100.0,CRITICA,0.3040011095497475,0.008771170580190349,25.28582908070288,0.6099000254226569,13.842284710779573
15,7.997247863247863,100.0,CRITICA,0.322211347158491,0.004761418927616714,20.760700854700854,100.0,CRITICA,0.3276614228445499,0.05211553263957111,25.26123371325785,0.6065504415453221,14.227901843046947
16,7.448538963708417,100.0,CRITICA,0.34100170334712104,0.006447923679732002,20.59730649696611,100.0,CRITICA,0.341518815167714,0.0043825518570570834,25.00099101045207,0.5781297719461623,14.619704356769015
17,7.395331276910224,100.0,CRITICA,0.3238027207024998,0.009111073654551969,20.332417582417584,100.0,CRITICA,0.3382441340106025,0.016440870770211665,25.166133050726188,0.5832646288798149,14.6066186646885
